player_name,rookie_start_season,window_years,age_mean,games_sum,games_started_sum,minutes_sum,points_sum,assists_sum,rebounds_sum,steals_sum,blocks_sum,turnovers_sum,points_per36,assists_per36,rebounds_per36,steals_per36,blocks_per36,turnovers_per36,true_shooting_pct,usage_pct,three_point_pct,defensive_win_shares_cum,offensive_win_shares_cum,win_shares_cum,per_mean,ast_to_ratio,availability_mean,position_mode,minutes_trend,points_trend,minutes_cv,games_cv,secondary_label,primary_label
Adam Flagler,2023,2,24.5,39.0,0.0,12.5,3.3,2.3,0.7,0.2,0.1,0.1,9.504000000000001,6.624,2.016,0.5760000000000001,0.28800000000000003,0.28800000000000003,0.2745,0.21400000000000002,0.1805,0.3,-0.6,-0.3,2.15,22.999999999999996,0.2378048780487805,SG,-1.5,0.2999999999999997,0.12,0.8974358974358975,潜力待定型,
Adama Sanogo,2023,1,21.0,9.0,0.0,7.3,4.0,0.0,4.0,0.1,0.0,0.6,19.726027397260275,0.0,19.726027397260275,0.4931506849315069,0.0,2.958904109589041,0.558,0.248,,0.1,0.1,0.2,21.9,0.0,0.10975609756097561,PF,,,,,潜力待定型,
Adama Sanogo,2023,2,21.5,13.0,0.0,12.6,6.0,0.3,5.5,0.1,0.0,0.8999999999999999,17.142857142857142,0.8571428571428571,15.714285714285715,0.28571428571428575,0.0,2.571428571428571,0.5645,0.20350000000000001,,0.1,0.1,0.2,18.549999999999997,0.33333333333333337,0.07926829268292683,C,-2.0000000000000013,-1.9999999999999991,0.15873015873015872,0.38461538461538464,潜力待定型,
Adem Bona,2024,1,21.0,58.0,11.0,15.6,5.8,0.5,4.2,0.4,1.2,1.1,13.384615384615385,1.153846153846154,9.692307692307693,0.9230769230769231,2.769230769230769,2.5384615384615388,0.714,0.14300000000000002,0.0,0.9,1.4,2.3,16.5,0.45454545454545453,0.7073170731707317,C,,,,,潜力待定型,
Ajay Mitchell,2024,1,22.0,36.0,1.0,16.6,6.5,1.8,1.9,0.7,0.1,0.8,14.096385542168674,3.903614457831325,4.120481927710843,1.5180722891566263,0.21686746987951805,1.7349397590361444,0.587,0.162,0.383,0.9,0.6,1.5,12.0,2.25,0.43902439024390244,SG,,,,,潜力待定型,
Alex Ducas,2024,1,24.0,21.0,0.0,6.0,1.7,0.2,1.2,0.2,0.0,0.2,10.2,1.2,7.199999999999999,1.2,0.0,1.2,0.583,0.11800000000000001,0.476,0.2,0.1,0.3,10.1,1.0,0.25609756097560976,SG,,,,,潜力待定型,
Alex Fudge,2023,1,20.0,6.0,0.0,6.7,2.5,0.0,0.8,0.5,0.0,0.3,13.432835820895521,0.0,4.298507462686567,2.6865671641791042,0.0,1.6119402985074627,0.472,0.192,0.2,0.0,0.0,0.0,9.8,0.0,0.07317073170731707,SF,,,,,潜力待定型,
Alex Reese,2024,1,25.0,15.0,0.0,14.4,5.1,0.3,3.1,0.7,0.7,0.4,12.749999999999998,0.75,7.75,1.7499999999999998,1.7499999999999998,1.0,0.641,0.132,0.366,0.2,0.3,0.5,14.0,0.7499999999999999,0.18292682926829268,PF,,,,,空间内线,
Alex Sarr,2024,1,19.0,67.0,67.0,27.1,13.0,2.4,6.5,0.7,1.5,1.7,17.269372693726936,3.188191881918819,8.634686346863468,0.9298892988929888,1.992619926199262,2.2583025830258303,0.482,0.235,0.308,1.3,-1.6,-0.3,12.9,1.411764705882353,0.8170731707317073,C,,,,,潜力待定型,
Alondes Williams,2022,1,23.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7.2,0.0,0.0,14.4,,0.177,,0.0,-0.1,-0.1,-20.9,0.0,0.012195121951219513,SG,,,,,潜力待定型,
Alondes Williams,2022,2,23.5,8.0,0.0,7.3,0.7,0.0,1.1,0.0,0.1,2.3,3.4520547945205475,0.0,5.424657534246576,0.0,0.4931506849315069,11.342465753424657,0.296,0.234,0.0,0.0,-0.2,-0.2,-14.399999999999999,0.0,0.04878048780487805,SG,-2.699999999999998,0.6999999999999996,0.36986301369863017,0.75,潜力待定型,
Alondes Williams,2022,3,24.0,9.0,0.0,11.3,5.7,1.0,1.1,0.0,0.1,2.3,18.15929203539823,3.185840707964602,3.504424778761062,0.0,0.3185840707964602,7.327433628318584,0.773,0.22633333333333336,0.5,0.0,-0.2,-0.2,8.200000000000001,0.4347826086956522,0.036585365853658534,SG,-0.500000000000001,2.4999999999999996,0.2958982919876193,0.9428090415820635,潜力待定型,
Amari Bailey,2023,1,19.0,10.0,0.0,6.5,2.3,0.7,0.9,0.3,0.0,0.4,12.738461538461538,3.8769230769230765,4.984615384615385,1.6615384615384614,0.0,2.2153846153846155,0.425,0.21100000000000002,0.125,0.0,-0.1,-0.1,9.7,1.7499999999999998,0.12195121951219512,PG,,,,,潜力待定型,
Amen Thompson,2023,1,21.0,62.0,23.0,22.4,9.5,2.6,6.6,1.3,0.6,1.5,15.267857142857144,4.178571428571429,10.607142857142858,2.0892857142857144,0.9642857142857144,2.4107142857142856,0.576,0.185,0.138,2.4,1.9,4.3,18.2,1.7333333333333334,0.7560975609756098,SF,,,,,潜力待定型,
Amen Thompson,2023,2,21.5,131.0,65.0,54.6,23.6,6.4,14.799999999999999,2.7,1.9,3.5,15.560439560439562,4.21978021978022,9.758241758241757,1.7802197802197803,1.2527472527472525,2.3076923076923075,0.589,0.18,0.20650000000000002,6.3,6.0,12.3,18.45,1.8285714285714287,0.7987804878048781,SF,9.800000000000002,4.599999999999997,0.17948717948717957,0.05343511450381679,潜力待定型,
Andre Jackson Jr.,2023,1,22.0,57.0,8.0,10.0,2.2,0.9,2.0,0.3,0.1,0.5,7.920000000000001,3.2399999999999998,7.2,1.08,0.36,1.8,0.596,0.1,0.37,0.5,0.5,1.0,8.5,1.8,0.6951219512195121,SG,,,,,潜力待定型,
Andre Jackson Jr.,2023,2,22.5,124.0,51.0,24.6,5.6,2.1,4.7,0.8,0.30000000000000004,1.4,8.19512195121951,3.0731707317073167,6.878048780487804,1.170731707317073,0.43902439024390244,2.0487804878048776,0.575,0.10950000000000001,0.3825,1.5,0.6,2.2,8.55,1.5000000000000002,0.7560975609756098,SG,4.599999999999997,1.1999999999999988,0.18699186991869915,0.08064516129032258,3D角色球员,
Andrew Funk,2023,1,24.0,5.0,0.0,2.6,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,2.769230769230769,2.769230769230769,0.0,0.0,0.135,0.0,0.0,-0.1,-0.1,-5.0,,0.06097560975609756,SG,,,,,潜力待定型,
Andrew Nembhard,2022,1,23.0,75.0,63.0,27.6,9.5,4.5,2.7,0.9,0.2,1.7,12.391304347826086,5.869565217391305,3.5217391304347827,1.1739130434782608,0.2608695652173913,2.217391304347826,0.528,0.161,0.35,0.8,0.4,1.2,10.0,2.6470588235294117,0.9146341463414634,SG,,,,,潜力待定型,
Andrew Nembhard,2022,2,23.5,143.0,110.0,52.6,18.7,8.6,4.800000000000001,1.8,0.30000000000000004,3.2,12.79847908745247,5.8859315589353605,3.2851711026615975,1.231939163498099,0.20532319391634984,2.1901140684410647,0.5505,0.1605,0.3535,1.5,1.7000000000000002,3.2,10.65,2.6874999999999996,0.8719512195121951,PG,-2.6000000000000014,-0.30000000000000054,0.04942965779467683,0.04895104895104895,潜力待定型,
Andrew Nembhard,2022,3,24.0,208.0,175.0,81.5,28.7,13.6,8.100000000000001,3.0,0.5,4.9,12.677300613496932,6.007361963190184,3.5779141104294485,1.325153374233129,0.22085889570552147,2.164417177914111,0.5486666666666666,0.16133333333333333,0.33266666666666667,3.2,2.8000000000000003,6.0,11.0,2.775510204081632,0.8455284552845529,SG,0.6499999999999942,0.24999999999999886,0.059682878562038306,0.0604317552402718,潜力待定型,
Anthony Black,2023,1,20.0,69.0,33.0,16.9,4.6,1.3,2.0,0.5,0.3,0.8,9.798816568047338,2.769230769230769,4.260355029585799,1.0650887573964498,0.6390532544378699,1.7041420118343198,0.56,0.127,0.394,1.5,0.1,1.6,8.4,1.625,0.8414634146341463,PG,,,,,3D角色球员,
Anthony Black,2023,2,20.5,147.0,43.0,41.099999999999994,14.0,4.4,4.9,1.6,0.8999999999999999,2.6,12.262773722627738,3.8540145985401466,4.291970802919709,1.4014598540145988,0.7883211678832117,2.277372262773723,0.5405,0.1615,0.356,4.5,-0.5,4.0,10.0,1.6923076923076923,0.896341463414634,PG,7.299999999999998,4.799999999999999,0.17761557177615575,0.061224489795918366,潜力待定型,
Anton Watson,2024,1,24.0,9.0,0.0,2.4,0.9,0.2,0.3,0.1,0.0,0.2,13.5,3.0000000000000004,4.5,1.5000000000000002,0.0,3.0000000000000004,0.444,0.217,0.0,0.0,-0.1,0.0,5.9,1.0,0.10975609756097561,SF,,,,,潜力待定型,
Antonio Reeves,2024,1,24.0,44.0,6.0,15.0,6.9,0.9,1.4,0.5,0.1,0.7,16.560000000000002,2.16,3.3599999999999994,1.2,0.24000000000000002,1.6799999999999997,0.579,0.188,0.395,0.0,0.4,0.4,11.7,1.2857142857142858,0.5365853658536586,SG,,,,,潜力待定型,
Ariel Hukporti,2024,1,22.0,25.0,1.0,8.7,1.9,0.4,2.0,0.0,0.6,0.8,7.862068965517242,1.6551724137931036,8.275862068965518,0.0,2.4827586206896552,3.3103448275862073,0.654,0.11599999999999999,,0.3,-0.2,0.1,7.6,0.5,0.3048780487804878,C,,,,,潜力待定型,
Armel Traoré,2024,1,22.0,9.0,0.0,7.4,1.6,0.1,1.7,0.4,0.2,0.3,7.783783783783784,0.4864864864864865,8.27027027027027,1.945945945945946,0.972972972972973,1.4594594594594592,0.317,0.16399999999999998,0.0,0.1,-0.2,-0.1,3.5,0.33333333333333337,0.10975609756097561,SF,,,,,潜力待定型,
Ausar Thompson,2023,1,21.0,63.0,38.0,25.1,8.8,1.9,6.4,1.1,0.9,1.3,12.621513944223109,2.725099601593625,9.179282868525895,1.5776892430278886,1.290836653386454,1.8645418326693226,0.522,0.166,0.186,1.7,0.1,1.8,12.8,1.4615384615384615,0.7682926829268293,SF,,,,,潜力待定型,
Ausar Thompson,2023,2,21.5,122.0,86.0,47.6,18.9,4.199999999999999,11.5,2.8,1.6,2.7,14.294117647058822,3.1764705882352935,8.697478991596638,2.117647058823529,1.2100840336134453,2.042016806722689,0.5449999999999999,0.1785,0.20500000000000002,4.1,1.6,5.6,15.0,1.5555555555555551,0.7439024390243902,SF,-2.6000000000000005,1.2999999999999987,0.054621848739495826,0.03278688524590164,潜力待定型,
Baylor Scheierman,2024,1,24.0,31.0,2.0,12.4,3.6,1.1,2.1,0.5,0.1,0.4,10.451612903225808,3.1935483870967745,6.096774193548388,1.4516129032258065,0.29032258064516125,1.161290322580645,0.49,0.145,0.317,0.5,0.2,0.7,10.3,2.75,0.3780487804878049,SG,,,,,潜力待定型,
Ben Sheppard,2023,1,22.0,57.0,1.0,14.3,4.4,0.9,1.6,0.6,0.0,0.3,11.076923076923077,2.2657342657342654,4.027972027972028,1.5104895104895104,0.0,0.7552447552447552,0.524,0.132,0.314,0.4,0.3,0.8,8.1,3.0,0.6951219512195121,SG,,,,,潜力待定型,
Ben Sheppard,2023,2,22.5,120.0,10.0,33.8,9.7,2.2,4.4,1.2,0.2,0.6,10.331360946745562,2.3431952662721898,4.6863905325443795,1.2781065088757397,0.21301775147928997,0.6390532544378699,0.5395000000000001,0.1225,0.328,1.4,1.3,2.9000000000000004,8.649999999999999,3.666666666666667,0.7317073170731707,SG,5.199999999999995,0.8999999999999991,0.15384615384615383,0.05,潜力待定型,
Bennedict Mathurin,2022,1,20.0,78.0,17.0,28.5,16.7,1.5,4.1,0.6,0.2,1.9,21.09473684210526,1.894736842105263,5.178947368421052,0.7578947368421053,0.25263157894736843,2.4,0.566,0.24600000000000002,0.323,0.8,1.0,1.8,13.1,0.7894736842105263,0.9512195121951219,SG,,,,,潜力待定型,
Bennedict Mathurin,2022,2,20.5,137.0,36.0,54.6,31.2,3.5,8.1,1.2,0.4,3.5,20.57142857142857,2.3076923076923075,5.34065934065934,0.7912087912087912,0.26373626373626374,2.3076923076923075,0.5640000000000001,0.24,0.34850000000000003,1.5,1.8,3.2,13.05,1.0,0.8353658536585366,SF,-2.399999999999999,-2.1999999999999957,0.04395604395604393,0.1386861313868613,潜力待定型,
Bennedict Mathurin,2022,3,21.0,209.0,85.0,84.4,47.3,5.4,13.399999999999999,1.9,0.7,5.4,20.175355450236964,2.3033175355450233,5.71563981042654,0.81042654028436,0.2985781990521327,2.3033175355450233,0.5690000000000001,0.236,0.34566666666666673,3.3,3.1,6.2,13.233333333333334,1.0,0.8495934959349594,SF,0.6499999999999944,-0.3000000000000021,0.05447660631551017,0.113831361276271,潜力待定型,
