player_name,rookie_start_season,window_years,age_mean,games_sum,games_started_sum,minutes_sum,points_sum,assists_sum,rebounds_sum,steals_sum,blocks_sum,turnovers_sum,points_per36,assists_per36,rebounds_per36,steals_per36,blocks_per36,turnovers_per36,true_shooting_pct,usage_pct,three_point_pct,defensive_win_shares_cum,offensive_win_shares_cum,win_shares_cum,per_mean,ast_to_ratio,availability_mean,position_mode,minutes_trend,points_trend,minutes_cv,games_cv,primary_label,secondary_label
D'Angelo Russell,2015,1,19.0,80.0,48.0,28.2,13.2,3.3,3.4,1.2,0.2,2.5,16.851063829787236,4.212765957446809,4.340425531914893,1.5319148936170213,0.25531914893617025,3.1914893617021276,0.507,0.24100000000000002,0.351,0.7,-0.7,0.0,13.2,1.3199999999999998,0.975609756097561,PG,,,,,长青稳定型,潜力待定型
D'Angelo Russell,2015,2,19.5,143.0,108.0,56.9,28.799999999999997,8.1,6.9,2.5999999999999996,0.5,5.3,18.221441124780316,5.124780316344464,4.365553602811952,1.6449912126537785,0.31634446397188054,3.353251318101933,0.5125,0.2535,0.3515,1.7,-0.39999999999999997,1.3,14.25,1.5283018867924527,0.8719512195121951,PG,0.49999999999999506,2.400000000000001,0.008787346221441126,0.11888111888111888,长青稳定型,低效得分手
D'Angelo Russell,2015,3,20.0,191.0,143.0,82.6,44.3,13.3,10.8,3.3999999999999995,0.9,8.4,19.307506053268767,5.796610169491526,4.707021791767555,1.4818401937046004,0.3922518159806296,3.6610169491525424,0.5113333333333333,0.27166666666666667,0.3423333333333333,2.6,-0.8999999999999999,1.7000000000000002,14.566666666666668,1.5833333333333333,0.7764227642276422,PG,-1.2500000000000053,1.149999999999998,0.04766348592016835,0.20532640367672858,长青稳定型,低效得分手
D.J. Augustin,2008,1,21.0,72.0,12.0,26.5,11.8,3.5,1.8,0.6,0.0,1.7,16.030188679245285,4.754716981132075,2.4452830188679244,0.8150943396226414,0.0,2.309433962264151,,,0.439,0.0,0.0,0.0,,2.058823529411765,0.8780487804878049,PG,,,,,长青稳定型,潜力待定型
D.J. Augustin,2008,2,21.5,152.0,14.0,44.9,18.200000000000003,5.9,3.0,1.2,0.1,2.6,14.592427616926505,4.730512249443208,2.405345211581292,0.9621380846325167,0.08017817371937641,2.0846325167037865,0.516,0.179,0.41600000000000004,1.7,1.1,2.8,11.2,2.269230769230769,0.9268292682926829,PG,-8.099999999999998,-5.399999999999999,0.18040089086859692,0.05263157894736842,长青稳定型,3D角色球员
D.J. Augustin,2008,3,22.0,234.0,96.0,78.5,32.6,12.0,5.7,1.9,0.1,4.5,14.95031847133758,5.503184713375796,2.614012738853503,0.8713375796178343,0.04585987261146497,2.0636942675159236,0.5285,0.1955,0.38833333333333336,3.0,6.0,9.0,13.55,2.6666666666666665,0.9512195121951219,PG,3.549999999999995,1.2999999999999983,0.23731906273843287,0.05539094614023813,长青稳定型,3D角色球员
D.J. Mbenga,2004,1,24.0,15.0,1.0,3.9,1.0,0.0,0.5,0.0,0.3,0.3,9.230769230769232,0.0,4.615384615384616,0.0,2.769230769230769,2.769230769230769,0.476,0.16,,0.1,-0.1,0.0,3.8,0.0,0.18292682926829268,C,,,,,长青稳定型,潜力待定型
D.J. Mbenga,2004,2,24.5,58.0,2.0,9.4,2.7,0.0,1.8,0.1,0.8999999999999999,0.7,10.340425531914894,0.0,6.8936170212765955,0.3829787234042553,3.4468085106382973,2.6808510638297873,0.507,0.16349999999999998,0.0,0.5,-0.1,0.5,8.6,0.0,0.35365853658536583,C,1.5999999999999992,0.6999999999999998,0.1702127659574468,0.4827586206896552,长青稳定型,潜力待定型
D.J. Mbenga,2004,3,25.0,79.0,2.0,13.2,3.5,0.3,2.3,0.2,1.0999999999999999,0.8999999999999999,9.545454545454545,0.8181818181818182,6.2727272727272725,0.5454545454545455,3.0,2.454545454545454,0.48300000000000004,0.15733333333333333,0.0,0.6,-0.2,0.6,8.133333333333333,0.33333333333333337,0.3211382113821138,C,-0.05000000000000096,-0.10000000000000014,0.17702002190224128,0.45710050848779216,长青稳定型,潜力待定型
D.J. White,2008,1,22.0,7.0,0.0,18.6,8.9,0.9,4.6,0.4,0.7,0.4,17.2258064516129,1.7419354838709677,8.903225806451612,0.7741935483870968,1.354838709677419,0.7741935483870968,,,,0.0,0.0,0.0,,2.25,0.08536585365853659,PF,,,,,早衰型,潜力待定型
